heifer_101	heifer_103	heifer_107	heifer_108	heifer_111	heifer_113	heifer_114	heifer_115	heifer_116	heifer_117	heifer_119	heifer_120	heifer_121	heifer_92.	heifer_93.	heifer_94.	heifer_97.	heifer_99.
ENSBTAG00000014903	0	4	0	0	1	0	4	1	0	3	1	0	3	6	9	0	3	0
ENSBTAG00000053369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049585	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
ENSBTAG00000024884	0	0	3	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0
ENSBTAG00000053822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000045625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSBTAG00000005458	2	2	3	0	1	0	0	3	0	0	0	0	0	0	6	0	0	0
ENSBTAG00000050859	0	1	0	0	0	0	0	2	3	0	6	0	0	0	4	3	0	3
ENSBTAG00000001022	2	0	8	0	5	1	0	3	5	0	3	0	1	6	10	4	2	0
ENSBTAG00000034436	0	0	1	3	0	0	1	0	0	0	9	0	0	2	0	0	0	0
ENSBTAG00000040575	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
ENSBTAG00000040394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000034372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000047368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000015045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053899	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048566	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000034368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019543	0	0	0	0	2	0	0	0	1	1	0	0	0	2	0	0	0	0
ENSBTAG00000012683	24	14	30	18	31	13	5	23	6	42	17	7	10	52	53	21	24	9
ENSBTAG00000006117	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000038115	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000020190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004727	0	0	0	3	0	0	0	3	0	0	0	2	0	0	0	2	0	0
ENSBTAG00000004729	1	2	1	0	4	0	1	2	2	7	7	0	0	7	11	4	2	7
ENSBTAG00000051722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000047563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000045901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSBTAG00000012082	0	0	0	0	0	0	4	0	0	0	1	0	0	0	10	0	0	0
ENSBTAG00000002367	0	0	0	0	0	1	0	2	2	1	0	0	0	0	0	0	0	0
ENSBTAG00000001415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
ENSBTAG00000050846	12	8	7	1	9	0	1	4	2	0	14	1	22	17	24	4	3	1
ENSBTAG00000052397	16	8	6	2	15	2	7	6	1	4	12	9	5	13	25	5	5	1
ENSBTAG00000051845	10	8	6	1	10	1	10	4	1	4	9	1	6	17	4	5	2	2
ENSBTAG00000048353	1	2	1	2	6	0	4	7	0	1	16	5	7	10	14	8	5	3
ENSBTAG00000054148	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000034238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005572	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
ENSBTAG00000026408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000021407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052480	0	0	0	0	0	2	1	4	0	0	1	0	2	4	0	1	1	0
ENSBTAG00000050810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000042452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005195	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSBTAG00000042525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019123	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018625	0	0	0	0	0	0	0	4	0	0	0	0	0	1	3	0	0	0
ENSBTAG00000020209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054964	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000045912	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSBTAG00000001606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001614	0	0	0	0	0	0	2	0	0	3	0	0	0	0	2	0	0	0
ENSBTAG00000000728	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSBTAG00000004875	4	2	1	1	0	1	1	0	0	13	0	0	5	1	4	1	2	0
ENSBTAG00000000611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004502	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004505	8	0	1	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0
ENSBTAG00000049801	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004509	1	0	4	0	0	0	0	1	0	0	0	0	0	0	7	1	0	2
ENSBTAG00000052094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000044712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020107	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	1	0	0
ENSBTAG00000020109	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	3	1	0
ENSBTAG00000026403	0	0	6	0	8	1	4	0	0	7	1	1	3	4	15	1	6	2
ENSBTAG00000016629	0	1	0	0	5	0	0	0	0	0	0	0	0	3	0	4	0	0
ENSBTAG00000026400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000033174	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0
ENSBTAG00000053556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009199	0	2	2	0	4	2	0	1	0	0	0	0	0	1	13	0	3	0
ENSBTAG00000009200	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009201	0	0	1	0	3	0	1	0	0	5	1	0	0	3	6	0	0	0
ENSBTAG00000046339	0	0	0	0	0	0	2	0	0	0	0	0	3	6	0	0	1	5
ENSBTAG00000010013	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1
ENSBTAG00000053639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010015	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
ENSBTAG00000018937	0	0	5	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0
ENSBTAG00000018938	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2
ENSBTAG00000047316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000026394	2	1	3	0	0	0	0	2	0	5	0	0	0	1	4	7	0	0
ENSBTAG00000042669	10	6	8	1	1	0	3	1	0	4	4	0	0	3	8	4	2	0
ENSBTAG00000018999	3	4	0	0	0	0	3	1	5	0	6	0	0	6	0	0	1	0
ENSBTAG00000006590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006593	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSBTAG00000006595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000037566	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000016330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048607	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016331	0	0	2	0	0	0	0	0	0	0	1	0	0	4	3	1	5	1
ENSBTAG00000001731	0	0	1	0	0	1	0	2	0	4	0	0	0	2	6	1	2	0
ENSBTAG00000001736	1	1	0	0	0	0	0	0	0	4	2	0	4	0	4	0	0	2
ENSBTAG00000002178	0	1	1	0	0	0	0	0	0	0	2	0	6	0	0	1	0	0
ENSBTAG00000007890	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0	2	0	2
ENSBTAG00000007896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002189	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000008222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000026383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000037010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000044570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000007210	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000028105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000026381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000035782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0
ENSBTAG00000029291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004038	0	0	0	0	0	1	0	0	0	0	5	0	0	0	4	0	4	0
ENSBTAG00000022530	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSBTAG00000001440	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0
ENSBTAG00000048459	0	1	0	1	0	1	0	4	0	0	0	0	0	1	7	2	0	3
ENSBTAG00000005455	0	4	4	4	5	2	2	3	0	6	6	0	1	13	13	3	3	3
ENSBTAG00000043252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013858	4	0	2	1	1	1	0	1	0	0	0	0	1	2	0	0	0	1
ENSBTAG00000049469	1	2	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1
ENSBTAG00000007887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSBTAG00000043497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000007177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000017015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020649	5	0	0	0	1	1	1	2	0	17	0	0	0	1	13	1	6	0
ENSBTAG00000046840	5	0	0	0	0	0	2	0	0	0	10	0	0	2	1	0	3	0
ENSBTAG00000005208	0	0	3	8	3	0	0	0	16	3	1	7	0	0	8	0	0	0
ENSBTAG00000004386	0	2	0	0	0	0	0	0	0	4	3	0	0	9	0	0	0	0
ENSBTAG00000032884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000032880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000021493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000026375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSBTAG00000052111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048710	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSBTAG00000005622	6	0	3	11	1	1	0	2	0	4	9	0	0	9	4	0	0	5
ENSBTAG00000054404	0	0	5	6	0	0	0	0	0	3	0	0	0	2	0	3	2	0
ENSBTAG00000014823	0	0	0	0	1	0	3	0	0	26	4	0	4	7	11	2	0	0
ENSBTAG00000050864	0	0	0	0	0	0	4	1	0	0	0	0	0	5	0	2	0	0
ENSBTAG00000014826	0	0	2	0	0	0	0	3	0	2	0	4	0	0	3	0	1	0
ENSBTAG00000048279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014588	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSBTAG00000003577	2	2	2	0	6	0	1	1	0	1	4	0	0	2	2	1	0	0
ENSBTAG00000053512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000026371	13	5	9	2	1	3	4	28	2	16	14	3	4	15	30	17	3	18
ENSBTAG00000051973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000007142	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000046399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000021773	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSBTAG00000008728	0	0	0	0	2	0	0	0	0	3	1	0	0	1	8	1	0	0
ENSBTAG00000036371	389	524	2529	408	721	286	614	318	67	468	235	9	93	1277	1461	424	720	208
ENSBTAG00000029848	50	33	75	23	84	9	29	32	0	75	50	1	7	146	152	30	29	37
ENSBTAG00000018097	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	1	0	0
ENSBTAG00000021521	0	2	1	1	0	0	1	0	0	2	2	0	0	2	5	0	0	0
ENSBTAG00000021522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000043173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004804	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSBTAG00000030100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004803	0	0	1	0	0	1	0	0	0	2	3	0	5	3	2	0	1	1
ENSBTAG00000004801	0	0	6	0	5	0	0	1	0	5	0	0	1	1	4	0	3	0
ENSBTAG00000047520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011692	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSBTAG00000052331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020387	8	7	0	1	0	0	2	3	0	5	3	6	0	1	18	2	7	2
ENSBTAG00000045216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000029976	3642	5143	4895	2854	5020	1510	2879	2099	187	4113	1547	117	483	7102	5831	5028	5451	1274
ENSBTAG00000015986	4	1	1	0	0	0	0	0	0	1	2	0	0	0	3	1	0	5
ENSBTAG00000015988	2	2	1	2	0	1	0	0	0	6	17	0	0	4	1	2	3	0
ENSBTAG00000032640	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ENSBTAG00000021090	1	0	2	3	0	0	1	4	8	8	4	0	0	0	4	1	0	0
ENSBTAG00000015191	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0
ENSBTAG00000017759	0	0	0	0	0	0	2	0	5	0	0	5	0	0	2	1	1	0
ENSBTAG00000051040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005523	1	0	0	0	0	1	0	2	0	1	0	0	0	1	4	4	1	0
ENSBTAG00000050423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049516	2	1	1	2	3	2	0	1	0	0	0	5	0	3	0	1	2	3
ENSBTAG00000020735	4	4	4	1	0	1	2	2	0	8	4	0	4	1	8	0	7	2
ENSBTAG00000044528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014229	1	0	0	0	0	0	0	0	0	3	1	0	0	0	3	0	0	0
ENSBTAG00000032503	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0
ENSBTAG00000021242	0	0	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0
ENSBTAG00000016505	0	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0
ENSBTAG00000002097	0	0	1	0	0	0	1	3	0	0	0	0	0	5	1	0	0	0
ENSBTAG00000002101	0	0	3	0	0	1	2	0	0	0	0	0	4	5	0	0	1	0
ENSBTAG00000052686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000003960	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000019412	0	0	0	0	2	1	0	2	0	0	0	0	1	0	7	0	0	0
ENSBTAG00000019593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000044092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019596	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000022535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000037449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019423	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSBTAG00000001417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000055138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000046098	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSBTAG00000047673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSBTAG00000006447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006448	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000032260	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
ENSBTAG00000036743	1	1	1	0	0	0	1	1	2	1	1	0	1	3	0	1	0	1
ENSBTAG00000049593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018562	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSBTAG00000011504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006717	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000035915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000021651	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000021652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000008188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000042455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000017662	2	1	4	0	0	1	2	4	13	2	0	0	0	7	5	2	0	0
ENSBTAG00000018044	0	0	0	0	0	1	0	1	0	3	3	4	5	0	0	0	0	0
ENSBTAG00000018050	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	2	0	0
ENSBTAG00000032373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018868	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0
ENSBTAG00000018869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000017391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011744	0	1	7	0	0	1	0	3	0	0	3	0	0	3	5	1	0	10
ENSBTAG00000043717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000012290	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000032223	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
ENSBTAG00000002352	1	0	1	0	7	1	0	0	0	0	4	0	0	0	0	1	0	0
ENSBTAG00000045593	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ENSBTAG00000046033	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000006391	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1
ENSBTAG00000006405	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSBTAG00000006410	0	0	1	2	0	0	0	0	0	0	0	0	0	1	2	0	1	0
ENSBTAG00000014453	0	0	1	1	1	2	0	2	0	3	0	0	0	0	0	0	0	0
ENSBTAG00000014456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000012541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020921	11	0	19	0	1	4	2	2	5	2	2	5	0	11	11	277	3	4
ENSBTAG00000001404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009441	0	0	0	0	1	2	0	0	2	0	0	0	0	3	2	2	1	2
ENSBTAG00000017999	0	0	1	1	0	0	0	1	0	1	3	0	0	0	1	5	2	0
ENSBTAG00000003467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000020043	0	0	3	0	4	1	0	0	0	4	3	0	4	7	9	1	0	2
ENSBTAG00000048572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013169	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0
ENSBTAG00000053230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000036807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002176	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
